접수번호,법인구분,고유번호,법인명,이름,성별,생년월일,직위,등기임원여부,상근여부,담당업무,주요경력,최대주주와의관계,재직기간,임기만료일,보고서연도
20230324000127,Y,00131850,SK증권,김남호,남,1970년 03월,상무보,미등기,상근,3지역본부장,"·동국대 경영학
 ·SK증권 압구정PIB센터장",-,48개월,-,2022
20230324000127,Y,00131850,SK증권,조은아,여,1971년 09월,상무보,미등기,상근,"인프라지원본부장
 겸 결제업무팀장","·아주대 정치외교학
 ·우리투자증권
 ·미래에셋대우",-,41개월,-,2022
20230324000127,Y,00131850,SK증권,"윤현성
 (주1)",남,1970년 05월,상무보,미등기,상근,기후금융본부장,"·인천대 영어영문학
 ·인천대 경영학 석사
 ·미래에셋증권
 ·SK증권 기후금융팀장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,황인극,남,1971년 12월,상무보,미등기,상근,Retail본부장,"·경북대 회계학
 ·경북대 경영학 석사
 ·SK증권 인사혁신팀장/대구PIB센터장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,김기원,남,1972년 04월,상무보,미등기,상근,정보보호본부장,"·고려대 화학공학
 ·ICM
 ·SK증권 정보전략팀장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,"김영우
 (주1)",남,1972년 12월,상무보,미등기,상근,리서치센터장,"·연세대 경제학
 ·HMC투자증권
 ·SK증권 Active전략팀장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,김상철,남,1969년 04월,상무보,미등기,상근,신탁본부장,"·고려대 사학 
 ·신한금융투자
 ·KTB투자증권
 ·SK증권 신탁팀장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,서남철,남,1963년 05월,사외이사,사외이사,비상근,사외이사,"·조선대 법학
 ·인천지방법원 판사
 ·녹십자랩셀 감사
 ·법무법인 중부로 (現)",-,70개월,2023년 03월 24일,2022
20230324000127,Y,00131850,SK증권,서영수,남,1969년 11월,상무보,미등기,상근,임원실,"·한양대 경제학
 ·연세대 경제학 석사 
 ·키움증권 리서치센터 이사",-,1개월,-,2022
20230324000127,Y,00131850,SK증권,최도연,남,1978년 03월,상무보,미등기,상근,임원실,"·포항공대 신소재공학
 ·KAIST 테크노경영학 석사 
 ·교보증권
 ·신한투자증권 기업분석부 이사",-,1개월,-,2022
20230324000127,Y,00131850,SK증권,김성하,남,1971년 03월,상무보,미등기,상근,리스크관리실장,"·KAIST 생산공학 
 ·서울대 기계설계 석사
 ·숭실대 경영학 박사
 ·미래에셋맵스자산(투신)운용
 ·미래에셋대우 리스크관리본부장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,"김성수
 (주1)",남,1968년 08월,상무보,미등기,상근,패밀리오피스추진실장,"·서강대 경제학 
 ·신영증권 상품전략본부장",-,20개월,-,2022
20230324000127,Y,00131850,SK증권,박동간,남,1967년 03월,상무보,미등기,상근,"금융소비자보호실장
 겸 금융소비자보호팀장","·고려대 법학과
 ·Univ. of Illinois at Urbana 석사
 ·SKSIA 법인장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,국승훈,남,1969년 08월,상무보,미등기,상근,심사실장,"·고려대 경영학
 ·비에이치플렉스
 ·우리에프앤아이
 ·SK증권 심사팀장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,구자원,남,1971년 02월,상무보,미등기,상근,비서실장,"·서강대 경영학
 ·포항제철
 ·SK증권 Retail혁신본부장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,"손성범
 (주1)",남,1967년 06월,상무보,미등기,상근,압구정PIB센터장,"·청주대 영어학
 ·충북대 행정학 석사
 ·SK증권 3지역본부장",-,47개월,-,2022
20230324000127,Y,00131850,SK증권,이종호,남,1972년 03월,상무보,미등기,상근,ECM2팀장,"·홍익대 경제학
 ·고려대 회계학 석사
 ·KTB투자증권
 ·IBK투자증권",-,21개월,-,2022
20230324000127,Y,00131850,SK증권,강범,남,1967년 06월,상무보,미등기,상근,영업부PIB센터장,"·서강대 철학
 ·주식회사AMG
 ·주식회사GSEM
 ·SK증권 명동PIB센터장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,최남수,남,1961년 07월,사외이사,사외이사,비상근,사외이사,"·서울대 경제학
 ·Univ. of Washington 경제학 석사
 ·머니투데이 대표이사
 ·YTN 대표이사 사장 
 ·서정대 교수 (現)",-,45개월,2024년 03월 24일,2022
20230324000127,Y,00131850,SK증권,차용민,남,1967년 11월,상무보,미등기,상근,총무팀장,"·서강대 사회학
 ·SK증권 재무관리팀장/PM팀장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,백영수,남,1968년 02월,상무보,미등기,상근,부산지점장,"·계명대 경영학
 ·고려증권
 ·SK증권 2지역본부장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,윤보현,남,1977년 03월,상무보,미등기,상근,부동산금융1팀장,"·건국대 건축공학
 ·건국대 부동산학 석사
 ·동양증권
 ·SK증권 부동산금융팀원",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,이동상,남,1966년 06월,상무보,미등기,상근,Coverage4팀장,"·계명대 회계학 
 ·SK증권 리스크관리팀장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,하승우,남,1971년 05월,상무보,미등기,상근,서초PIB센터장,"·건국대 축산학 
 ·한진정보통신
 ·SK증권 경기PIB센터장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,강상수,남,1975년 12월,상무보,미등기,상근,창원PIB센터장,"·경상대 경제학 
 ·SK증권 창원PIB센터장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,김영성,남,1975년 04월,이사대우,미등기,상근,AI플랫폼운용본부장,"·성균관대 경영학
 ·성균관대 금융수학 석사/재무학 박사
 ·신한은행
 ·미래에셋대우",-,41개월,-,2022
20230324000127,Y,00131850,SK증권,김진태,남,1971년 12월,이사대우,미등기,상근,Coverage1본부장,"·중앙대 경영학 
 ·SK증권 Coverage1팀장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,이광섭,남,1972년 03월,이사대우,미등기,상근,ESG금융본부장,"·충남대 회계학
 ·LG투자증권
 ·우리투자증권
 ·메리츠증권",-,18개월,-,2022
20230324000127,Y,00131850,SK증권,김효한,남,1975년 11월,이사대우,미등기,상근,"Digital마케팅본부장
 겸 다이렉트비즈팀장","·연세대 대기과학
 ·GS리테일
 ·KTB투자증권
 ·DB금융투자
 ·SK증권 다이렉트비즈팀장",-,12개월,-,2022
20230324000127,Y,00131850,SK증권,안수현,여,1969년 01월,사외이사,사외이사,비상근,사외이사,"·이화여대 법학
 ·이화여대 법학 석사
 ·서울대 법학 박사
 ·한국외대 법학전문대학원 교수 (現)",-,45개월,2025년 03월 23일,2022
20230324000127,Y,00131850,SK증권,신수영,남,1969년 01월,이사대우,미등기,상근,"홍보실장
 겸 이사회사무국 부국장","·서울시립대 법학 
 ·서울시립대 법학 석사수료
 ·SK증권 법무팀장/서인천지점장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,정승구,남,1969년 12월,이사대우,미등기,상근,준법감시실장,"·전남대 사법학 
 ·조흥증권
 ·SK증권 인력관리팀장/서인천지점장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,조해용,남,1970년 01월,이사대우,미등기,상근,감사실장,"·연세대 응용통계학 
 ·연세대 응용통계학 석사
 ·동원경제연구소
 ·동원증권
 ·SK증권 감사팀장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,손지우,남,1981년 10월,이사대우,미등기,상근,스마트시티추진실장,"·고려대 생명공학
 ·유진투자증권
 ·KTB투자증권
 ·솔로몬투자증권
 ·SK증권 미래산업분석팀장",-,41개월,-,2022
20230324000127,Y,00131850,SK증권,문정민,남,1969년 07월,이사대우,미등기,상근,고객행복센터장,"·경북대 무역학
 ·SK증권 시회공헌팀장",-,12개월,-,2022
20230324000127,Y,00131850,SK증권,김미현,여,1976년 12월,이사대우,미등기,상근,사회공헌실장,"·The Corcoran College of Art and Design 
    Fine Art
 ·파수닷컴
 ·러쉬코리아",-,11개월,-,2022
20230324000127,Y,00131850,SK증권,구민겸,남,1966년 06월,이사대우,미등기,상근,구서지점장,"·한국외대 이태리어
 ·대한투자신탁
 ·SK증권 부산지점장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,이정형,남,1968년 06월,이사대우,미등기,상근,이천지점장,"·고려대 법학
 ·삼성생명
 ·SK증권 감사팀장/법무팀장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,이근성,남,1968년 08월,이사대우,미등기,상근,청주지점장,"·대전대 행정학
 ·NH투자증권
 ·SK증권 청주지점장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,"강훈
 (주1)",남,1968년 08월,이사대우,미등기,상근,서인천지점장,"·고려대 국어국문학
 ·SK증권 홍보실장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,이강모,남,1955년 09월,감사위원,사내이사,상근,감사위원,"·단국대 영문학
 ·연세대 문학 석사
 ·호서대 벤처전문대학원 박사
 ·신한신용정보 상임감사",-,106개월,2023년 03월 24일,2022
20230324000127,Y,00131850,SK증권,유성호,남,1970년 10월,이사대우,미등기,상근,명동PIB센터장,"·성균관대 경영학
 ·SK증권 명동PIB센터 부지점장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,송귀자,여,1972년 01월,이사대우,미등기,상근,업무개발팀장,"·교육부장관 학점은행 경영학
 ·SK증권 업무개발팀장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,박봉식,남,1974년 03월,이사대우,미등기,상근,해운대마린PIB센터장,"·서강대 경제학
 ·SK증권 해운대마린PIB센터장",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,지의종,남,1974년 12월,이사대우,미등기,상근,프로젝트금융팀장,"·강남대 부동산학
 ·㈜대륙종합건설
 ·SK증권 프로젝트금융팀원",-,36개월,-,2022
20230324000127,Y,00131850,SK증권,서정문,남,1968년 03월,이사대우,미등기,상근,경인PIB센터장,"·성균관대 신문방송학 
 ·SK증권 안산지점장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,오창환,남,1969년 01월,이사대우,미등기,상근,안산지점장,"·홍익대 영어영문학 
 ·SK증권 경인PIB센터장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,박상훈,남,1970년 05월,이사대우,미등기,상근,신사업추진팀장,"·Toronto (Rotman) 경영학 
 ·고려대 재무관리학 석사
 ·삼성전자
 ·SK증권 신사업추진팀장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,고석희,남,1971년 03월,이사대우,미등기,상근,재무팀장,"·한양대 경영학 
 ·LG유통
 ·SK증권 재무팀장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,임지정,남,1971년 03월,이사대우,미등기,상근,리스크관리팀장,"·포항공과대 수학 
 ·포항공과대 수학 석사
 ·포항공과대 수학 박사
 ·동양증권
 ·SK증권 리스크관리팀장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,조광희,남,1971년 05월,이사대우,미등기,상근,인재개발팀장,"·한양대 무역학 
 ·한양대 무역학 석사
 ·중앙대 인적자원개발전공 박사수료
 ·SK증권 인재개발팀장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,박태형,남,1961년 10월,사장,미등기,상근,IB총괄,"·고려대 사회학
 ·브릿지증권
 ·교보증권
 ·SK증권 IB부문장/Retail사업부 대표",-,156개월,-,2022
20230324000127,Y,00131850,SK증권,이미숙,여,1971년 08월,이사대우,미등기,상근,광주PIB센터장,"·북평상고
 ·SK증권 남원지점장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,김수한,남,1974년 12월,이사대우,미등기,상근,포항지점장,"·경북대 회계학 
 ·SK증권 울산지점장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,조은주,여,1975년 11월,이사대우,미등기,상근,남원지점장,"·전남대 농학 
 ·한화투자증권
 ·SK증권 광주PIB센터장",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,최창호,남,1976년 05월,이사대우,미등기,상근,부동산구조화1팀장,"·서울대 경영학
 ·서울시립대 부동산학 석사수료
 ·한화건설
 ·하이투자증권
 ·KTB투자증권",-,24개월,-,2022
20230324000127,Y,00131850,SK증권,나영철,남,1968년 09월,이사대우,미등기,상근,매매시스템팀장,"·전남대 전자계산학
 ·SK증권
 ·SK주식회사 C&C
 ·SK증권 매매시스템팀장",-,12개월,-,2022
20230324000127,Y,00131850,SK증권,이성준,남,1972년 05월,이사대우,미등기,상근,기업심사팀장,"·연세대 경제학
 ·서울대 경영학 석사
 ·SK증권 기업심사팀장",-,12개월,-,2022
20230324000127,Y,00131850,SK증권,황금택,남,1972년 11월,이사대우,미등기,상근,기획팀장,"·한양대 경영학
 ·SK증권 기획팀장
 ·트리니티자산운용 비상근감사 (現)",-,12개월,-,2022
20230324000127,Y,00131850,SK증권,이대현,남,1973년 02월,이사대우,미등기,상근,인사팀장,"·고려대 사회학
 ·신영증권
 ·SK증권 인사팀장",-,12개월,-,2022
20230324000127,Y,00131850,SK증권,김진웅,남,1973년 05월,이사대우,미등기,상근,Retail사업팀장,"·계명대 경제학
 ·SK증권 Retail마케팅팀장",-,12개월,-,2022
20230324000127,Y,00131850,SK증권,설지원,남,1973년 06월,이사대우,미등기,상근,배출권시장팀장,"·서울대 경영학
 ·삼성증권
 ·한국투자증권
 ·HMC투자증권
 ·SK증권 법인영업팀장/비서팀장/기후금융팀장",-,12개월,-,2022
20210318001059,Y,00860332,메리츠금융지주,김용범,남,1963년 01월,"대표이사 
부회장",등기임원,상근,"이사회의장
리스크관리위원회
보수위원회
임원후보추천위원회","·서울대 경영학 학사
·삼성투신운용 채권운용본부장 (2000~2005)
·삼성증권 캐피탈마켓사업본부장 (2005~2008)
·메리츠종합금융증권 부사장(2011~2012)
·메리츠종합금융증권 대표이사 사장(2012~2015)
·現 메리츠화재 대표이사 부회장(2015~)",임원,2014.3.21~,-,2020
20210318001059,Y,00860332,메리츠금융지주,이상훈,남,1959년 11월,사외이사,등기임원,비상근,"감사위원회
보수위원회
임원후보추천위원회","·서울대 법학 학사 
·듀크대학교 Lawschool  L.L.M. 석사 
·서울 북부지법 판사 (1990~1992)
·서울 고등법원 판사 (1904~2005)
·전주지법 군산지원 지원장(2006~2007)
·사법연수원 교수(2007~2010)
·서울 중앙지법 부장판사(2010~2011)
·법무법인 삼우 대표변호사(2012~)",임원,2020.3.13~,-,2020
20210318001059,Y,00860332,메리츠금융지주,한순구,남,1968년 06월,사외이사,등기임원,비상근,"감사위원회
보수위원회
리스크관리위원회","·서울대학교 경제학  학사
·하버드대학교경제학 석사, 박사
·국립정책연구대학원교수(1998~2002) 
·연세대학교상경대학 부학장 (2010~2014)
·한국경제학회사무국장(2014~2015)
·연세대학교경제대학원 부원장(2018~2020)
·現 현대삼호중공업 사외이사(2016~)
·現 연세대학교 경제학부 교수(2002.09~)",임원,2020.3.13~,-,2020
20210318001059,Y,00860332,메리츠금융지주,안동현,남,1964년 03월,사외이사,등기임원,비상근,"감사위원회
리스크관리위원회
임원후보추천위원회","·고려대학교 경영학 학사, 석사 
·뉴욕대학교 경영학(재무) 박사 
·고려대학교 경영대 조교수 (2000~2001)
·서울대학교 경제학부 부교수,교수 (2003~2008)
·로얄뱅크오브스코틀랜드 퀀트전략 본부장
    (2008~2009)
·자본시장연구원 원장 (2016~2018)
·現 삼성증권 사외이사(2019~) 
·現 서울대학교 경제학부 교수 (2009~)",임원,2020.3.13~,-,2020
20210318001059,Y,00860332,메리츠금융지주,장원재,남,1967년 06월,부사장,미등기임원,상근,"위험관리책임자
CRO","·서울대 수학 석사
·University of Minnesota Minneapolis 수학 박사
·삼성증권 금융공학팀 과장(2002~2007)
·삼성증권 주식운용파트 파트장(2007~2012)
·삼성증권 운용담당 상무(2012~2015)
·現 메리츠화재 리스크관리팀장 (2015~)
·現 메리츠화재 위험관리책임자(2016~)",-,2016.8.1~,-,2020
20210318001059,Y,00860332,메리츠금융지주,이동진,남,1966년 03월,전무,미등기임원,상근,경영지원실장,"·한국외대 법학 학사
·메리츠금융지주 인사전략팀장 부장 (2011)
·메리츠종합금융증권 경영지원본부장 상무
   (2011~2014)
·메리츠화재 인사총무팀장 상무(2015)
·메리츠금융지주 인사총무팀장 상무(2015)
·메리츠화재 장기보상부문장 전무(2015~2018)",-,2018.7.1~,-,2020
20210318001059,Y,00860332,메리츠금융지주,한정원,여,1980년 12월,상무,미등기임원,상근,브랜드홍보총괄,"·서울대 독어교육 학사
·SBS 보도본부 정치부 기자, 차장대우 (2007~2017)
·대통령비서실 정무수석실 행정관(2017~2019.1)
·現 메리츠증권 홍보본부장 상무(2019.3~)
·現 메리츠화재 홍보본부장 상무(2019.3~)",-,2019.3.1~,-,2020
20210318001059,Y,00860332,메리츠금융지주,최연묵,남,1974년 04월,상무보,미등기임원,상근,준법감시인,"·한국외대 법학 학사
·정일법무법인 변호사(2006~2007)
·메리츠화재해상보험 사내변호사 차장(2007~2015)
·메리츠금융지주 준법감시인 부장(2016~2018.7)",-,2018.8.1~,-,2020
20221130001331,Y,00860332,메리츠금융지주,김용범,남,1963년 01월,"대표이사
부회장",사내이사,상근,"이사회의장
리스크관리위원회
보수위원회
임원후보추천위원회","·서울대 경영학 학사
·삼성투신운용 채권운용본부장 (2000~2005)
·삼성증권 캐피탈마켓사업본부장 (2005~2008)
·메리츠종합금융증권 부사장(2011~2012)
·메리츠종합금융증권 대표이사 사장(2012~2015)
·現 메리츠화재 대표이사 부회장(2015~)",임원,2014.3.21~,-,2021
20221130001331,Y,00860332,메리츠금융지주,김근영,남,1974년 05월,상무보,미등기,상근,IT담당,"·한국과학기술원 전산학 학사
·삼성자산운용 전자금융학 솔루션 팀장, VP차장
    (2002~2014)
·메리츠금융지주 경영관리팀(IT담당) 부장 (2014~2020)
·現 메리츠화재 IT팀장 (2015~) ",-,2021.1.1~,-,2021
20221130001331,Y,00860332,메리츠금융지주,조정호,남,1958년 10월,회장,사내이사,상근,이사회,"·美 남가주대학교 경제학
·스위스 I.M.D대학교 대학원 경영학 석사
·메리츠화재해상보험 회장 (~2013)
·메리츠종합금융증권 회장(2012~2014) 
·메리츠금융지주 회장(2014~2020)",본인,2014.3.21~,-,2021
20221130001331,Y,00860332,메리츠금융지주,이상훈,남,1959년 11월,사외이사,사외이사,비상근,"이사회
선임사외이사
감사위원회
보수위원회
임원후보추천위원회 위원장","·서울대 법학과
·듀크대학교 Lawschool  L.L.M. 석사
·서울 북부지법 판사 (1990~1992)
·서울 고등법원 판사 (1904~2005)
·전주지법 군산지원 지원장(2006~2007)
·사법연수원 교수(2007~2010)
·서울 중앙지법 부장판사(2010~2011)
·現 법무법인 삼우 대표변호사(2012~)",임원,2020.3.13~,-,2021
20221130001331,Y,00860332,메리츠금융지주,안동현,남,1964년 03월,사외이사,사외이사,비상근,"이사회
감사위원회 위원장
리스크관리위원회
임원후보추천위원회","·고려대학교 경영학 학사, 석사
·뉴욕대학교 경영학(재무) 박사
·고려대학교 경영대 조교수 (2000~2001)
·서울대학교 경제학부 부교수,교수 (2003~2008)
·로얄뱅크오브스코틀랜드 퀀트전략 본부장 
   (2008~2009) 
·자본시장연구원 원장 (2016~2018)
·現 삼성증권 사외이사(2019~)
·現 서울대학교 경제학부 교수 (2009~)",임원,2020.3.13~,-,2021
20221130001331,Y,00860332,메리츠금융지주,한순구,남,1968년 06월,사외이사,사외이사,비상근,"이사회
감사위원회
보수위원회 위원장
리스크관리위원회 위원장","·서울대학교 경제학
·하버드대학교경제학석사, 박사
·국립정책연구대학원교수(1998~2002)
·연세대학교상경대학 부학장 (2010~2014)
·한국경제학회사무국장(2014~2015)
·연세대학교경제대학원 부원장(2018~2020)
·現 연세대학교 경제학부 교수(2002~) ",임원,2020.3.13~,-,2021
20221130001331,Y,00860332,메리츠금융지주,이동진,남,1966년 03월,전무,미등기,상근,경영지원실장,"·한국외대 법학 학사
·메리츠금융지주 인사전략팀장 부장 (2011)
·메리츠종합금융증권 경영지원본부장 상무 
   (2011~2014) 
·메리츠화재 인사총무팀장 상무(2015)
·메리츠금융지주 인사총무팀장 상무(2015)
·메리츠화재 장기보상부문장 전무(2015~2018)",-,2018.7.1~,-,2021
20221130001331,Y,00860332,메리츠금융지주,한정원,여,1980년 12월,전무,미등기,상근,브랜드홍보총괄,"·서울대 독어교육 학사
·SBS 경제부 기자, 정치부 차장대우 (2007~2017)
·대통령비서실 정무수석실 행정관(2017~2019) 
·現 메리츠증권 홍보본부장 전무(2019~) 
·現 메리츠화재 홍보본부장 전무(2019~) ",-,2019.3.1~,-,2021
20221130001331,Y,00860332,메리츠금융지주,오종원,남,1975년 03월,상무,미등기,상근,CRO 겸 위험관리책임자,"·한국과학기술원 산업경영학 학사
·한국과학기술원 경영공학 석사
·삼성자산운용 투자전략팀 수석 (2002~2012)
·메리츠증권Solution팀 상무보 (2012~2020)
·現 메리츠화재 리스크관리팀장 겸
   위험관리책임자 상무 (2021~)",-,2021.1.1~,-,2021
20221130001331,Y,00860332,메리츠금융지주,최연묵,남,1974년 04월,상무보,미등기,상근,준법감시인,"·한국외대 법학 학사
·정일법무법인 변호사(2006~2007)
·메리츠화재 사내변호사 차장(2007~2015)
·메리츠금융지주 준법감시인 부장(2016~2018) ",-,2018.8.1~,-,2021
20230309000894,Y,00860332,메리츠금융지주,김용범,남,1963년 01월,"대표이사
부회장",사내이사,상근,"이사회의장
리스크관리위원회
보수위원회
임원후보추천위원회","·서울대 경영학 학사
·삼성투신운용 채권운용본부장(2000~2005)
·삼성증권 캐피탈마켓사업본부장(2005~2008)
·메리츠증권 부사장(2011~2012)
·메리츠증권 대표이사 사장(2012~2015)
·現 메리츠화재 대표이사 부회장(2015~)",임원,2014.3.21~,-,2022
20230309000894,Y,00860332,메리츠금융지주,김근영,남,1974년 05월,상무보,미등기,상근,IT담당,"·한국과학기술원 전산학 학사
·삼성자산운용 전자금융학 솔루션 팀장, VP차장
    (2002~2014)
·메리츠금융지주 경영관리팀(IT담당) 부장 (2014~2020)
·現 메리츠화재 IT팀장 (2015~) ",-,2021.1.1~,-,2022
20230309000894,Y,00860332,메리츠금융지주,김상훈,남,1980년 11월,상무보,미등기,상근,IR팀장,"·서강대 대학원 경제학과 석사·동양증권 리서치(크레딧) (2007~2012)
·신한투자증권 리서치(크레딧) (2012~2019)·신한투자증권 투자전략부 부서장 (2020~2022)",-,2022.12.12~,-,2022
20230309000894,Y,00860332,메리츠금융지주,조정호,남,1958년 10월,회장,사내이사,상근,이사회,"·스위스 I.M.D대학원 경영학 석사
·메리츠화재 회장(~2013)
·메리츠증권 회장(2012~2014) 
·메리츠금융지주 회장(2014~2020)",본인,2014.3.21~,-,2022
20230309000894,Y,00860332,메리츠금융지주,이상훈,남,1959년 11월,"사외이사
감사위원",사외이사,비상근,"이사회
선임사외이사
감사위원회
보수위원회 위원장
임원후보추천위원회 위원장","·듀크대 Lawschool  L.L.M. 석사
·서울 북부지법 판사(1990~1992)
·서울 고등법원 판사(1904~2005)
·전주지법 군산지원 지원장(2006~2007)
·사법연수원 교수(2007~2010)
·서울 중앙지법 부장판사(2010~2011)
·現 법무법인 삼우 대표변호사(2012~)",임원,2020.3.13~,-,2022
20230309000894,Y,00860332,메리츠금융지주,안동현,남,1964년 03월,"사외이사
감사위원",사외이사,비상근,"이사회
감사위원회 위원장
리스크관리위원회
임원후보추천위원회","·뉴욕대 경영학(재무) 박사
·고려대 경영대 조교수(2000~2001)
·서울대 경제학부 부교수,교수 (2003~2008)
·로얄뱅크오브스코틀랜드 퀀트전략 본부장 
   (2008~2009) 
·자본시장연구원 원장 (2016~2018)
·現 삼성증권 사외이사(2019~)
·現 서울대 경제학부 교수 (2009~)",임원,2020.3.13~,-,2022
20230309000894,Y,00860332,메리츠금융지주,조홍희,남,1959년 07월,"사외이사
감사위원",사외이사,비상근,"이사회
감사위원회
보수위원회
리스크관리위원회 위원장","·영국 University of Bath 사회과학대학원 석사    
    박사과정 수료·서울지방국세청 조사4국장(2008~2008)·국세청 법인납세국장(2009~2009)·서울지방국세청장(2010~2010)
·現 법무법인 태평양 고문(2011~)
·現 SK케미칼 사외이사(2020~)",임원,2022.3.24~,-,2022
20230309000894,Y,00860332,메리츠금융지주,이동진,남,1966년 03월,전무,미등기,상근,경영지원실장,"·한국외대 법학 학사
·메리츠금융지주 인사전략팀장 부장 (2011)
·메리츠증권 경영지원본부장 상무 
   (2011~2014) 
·메리츠화재 인사총무팀장 상무(2015)
·메리츠금융지주 인사총무팀장 상무(2015)
·메리츠화재 장기보상부문장 전무(2015~2018)
·現 메리츠자산운용 대표이사 전무(2022~)",-,2018.7.1~,-,2022
20230309000894,Y,00860332,메리츠금융지주,한정원,여,1980년 12월,전무,미등기,상근,브랜드홍보총괄,"·서울대 독어교육 학사
·SBS 경제부, 정치부 기자(차장대우)(2007~2017)
·대통령비서실 정무수석실 행정관(2017~2019) 
·現 메리츠증권 홍보본부장 전무(2019~) 
·現 메리츠화재 홍보본부장 전무(2019~) ",-,2019.3.1~,-,2022
20230309000894,Y,00860332,메리츠금융지주,오종원,남,1975년 03월,상무,미등기,상근,CRO 겸 위험관리책임자,"·한국과학기술원 경영공학 석사
·삼성자산운용 투자전략팀 수석 (2002~2012)
·메리츠증권Solution팀 상무보 (2012~2020)
·現 메리츠화재 리스크관리팀장 겸
   위험관리책임자 상무 (2021~)",-,2021.1.1~,-,2022
20230309000894,Y,00860332,메리츠금융지주,최연묵,남,1974년 04월,상무보,미등기,상근,준법감시인,"·한국외대 법학 학사
·정일법무법인 변호사(2006~2007)
·메리츠화재 사내변호사 차장(2007~2015)
·메리츠금융지주 준법감시인 부장(2016~2018) ",-,2018.8.1~,-,2022
20210317000233,Y,00120182,NH투자증권,정영채,남,1964년 05월,사장,등기임원,상근,대표이사,"서울대 경영학
 대우증권 상무
 NH투자증권 IB사업부대표(부사장)",-,2018년 03월 22일~,2022년 03월 01일,2020
20210317000233,Y,00120182,NH투자증권,이강신,남,1960년 11월,수석부사장,미등기임원,상근,"경영지원총괄
 (경영기획부문장, 
 프로골프단장 겸직)","고려대 농업경제학
 농협금융지주 경영기획부문 부사장
 NH농협은행 경영기획부문 수석부행장",-,2019년 02월 01일~,2021년 01월 31일,2020
20210317000233,Y,00120182,NH투자증권,김태원,남,1963년 03월,부사장,미등기임원,상근,"Wholesale사업부대표
 (EquitySales본부장 겸직)","안동대 행정학
 디에스자산운용 대표이사
 한화자산운용 마케팅총괄본부장, 전무",-,2018년 12월 26일~,2020년 12월 31일,2020
20210317000233,Y,00120182,NH투자증권,조규상,남,1967년 05월,부사장,미등기임원,상근,"운용사업부대표
 (FI운용본부장 겸직)","서강대 경영학
 NH투자증권 Trading사업부대표
 골드만삭스자산운용 대표이사",-,2014년 01월 01일~,2020년 12월 31일,2020
20210317000233,Y,00120182,NH투자증권,최승호,남,1964년 06월,전무,미등기임원,상근,IB2사업부대표,"서울대 경제학
 동국대 경제학 석사
 NH투자증권 고객자산운용본부장
 NH투자증권 리스크관리본부장",-,2016년 07월 27일~,2020년 12월 31일,2020
20210317000233,Y,00120182,NH투자증권,윤병운,남,1967년 12월,전무,미등기임원,상근,IB1사업부대표,"한국외국어대 중어중문학
 NH투자증권 Industry본부장
 NH투자증권 General Industry팀장",-,2015년 12월 21일~,2020년 12월 31일,2020
20210317000233,Y,00120182,NH투자증권,권순호,남,1965년 09월,전무,미등기임원,상근,기관영업본부장,"서울대 사법학
 NH투자증권 고객자산운용본부장
 NH투자증권 연금신탁본부장",-,2012년 12월 26일~,2020년 12월 31일,2020
